FUND ID,NAME,VINTAGE / INCEPTION YEAR,DATE REPORTED,CALLED (%),DPI (%),RVPI (%),NET IRR (%),NET MULTIPLE (X),MEDIAN BENCHMARK NET IRR (%),PREQIN QUARTILE RANK,SOURCE,PE: PRIMARY STRATEGY,PRIMARY REGION FOCUS,LP
128977,Strategic Partners IX,2022,2024-12-31,,,,18,,25.7,3.0,Public Filings - US,Secondaries,North America,Pacific Life
135152,Clearlake Capital Partners VII,2022,2024-09-30,71.9,,,6.98,,12.435,3.0,Clearlake Capital Group,,North America,Pacific Life
139897,Brookfield Capital Partners VI,2022,2024-09-30,45.2959893,2.784142,125.3893987,22.1,1.2817354,10.375,1.0,Minnesota State Board of Investment,Buyout,North America,Pacific Life
142797,Astorg VIII,2022,2024-09-30,48.49,0.0,101.87,1.3296704,1.0187,1.3296704,2.0,Astorg,Buyout,Europe,Pacific Life
143210,Wind Point Partners X,2022,2024-09-30,47.94,0.0,125.79,24.69,1.2579,8.15,1.0,Wind Point Partners,Buyout,North America,Pacific Life
143271,Clearview Capital Fund V,2022,2024-06-30,18.656,0.0,88.3147513,,0.8831475,7.345,3.0,Public Employees' Retirement System of Nevada,Buyout,North America,Pacific Life
145548,Arlington Capital Partners VI,2022,2024-09-30,45.3947368,0.0,135.7333333,18.7,1.3573333,8.15,1.0,Arlington Capital Partners,Buyout,North America,Pacific Life
146976,Altas Partners Holdings III,2022,2024-09-30,14.331309,0.1867729,80.3640896,,0.8055086,8.15,4.0,Missouri State Employees' Retirement System,Buyout,North America,Pacific Life
147110,Bregal Sagemount IV,2022,2024-09-30,32.1397556,0.0,97.98233,-2.3,0.9798233,3.18,3.0,Bregal Sagemount,Growth,North America,Pacific Life
148326,BVIP Fund XI,2022,2024-09-30,43.0,0.0,105.4,7.8,1.054,8.15,2.0,BV Investment Partners,Buyout,North America,Pacific Life
148681,Sentinel Capital Partners VII,2022,2024-09-30,35.5555556,0.0,93.75,,0.9375,8.15,3.0,Fairfax Educational Employees' Retirement System,Buyout,North America,Pacific Life
156264,Align Capital Partners Fund III,2022,2023-12-31,11.0673742,0.0,88.9680462,-52.52,0.8896805,7.345,4.0,State of Wisconsin Investment Board,Buyout,North America,Pacific Life
107298,Livingbridge 7,2021,2024-09-30,60.6,0.3,106.8,3,1.071,7.57,3.0,Livingbridge,Buyout,Europe,Pacific Life
110303,Glendower Capital Secondary Opportunities Fund V,2021,2024-06-30,43.71227,25.2759992,125.6591662,38.33,1.5093517,18.62,1.0,Louisiana State Employees' Retirement System,Secondaries,North America,Pacific Life
112624,ESD Fund VI,2021,2024-06-30,61.62565,24.5619531,97.222935,10.78,1.2178489,18.58,4.0,Houston Firefighters' Relief and Retirement Fund,Secondaries,Europe,Pacific Life
124901,One Equity Partners VIII,2021,2024-06-30,100.0,297.127671,0.0,24.4,2.9712767,13.06,1.0,San Diego City Employees' Retirement System,Buyout,North America,Pacific Life
125592,Kelso Investment Associates XI,2021,2024-09-30,42.54,10.0506713,109.3454526,,1.1939612,13.06,3.0,Maine Public Employees' Retirement System,Buyout,North America,Pacific Life
126500,Banner Ridge Secondary Fund IV,2021,2024-09-30,54.92,34.32,149.87,32.4,1.8419,18.62,1.0,Banner Ridge Partners,Secondaries,North America,Pacific Life
132747,Top Tier Venture Velocity Fund IV,2021,2024-09-30,66.3342733,0.9641019,102.7938398,2.7,1.0375794,18.62,4.0,Municipal Fire and Police Retirement System of Iowa,Secondaries,North America,Pacific Life
135944,Riverside Micro-Cap Fund VI,2021,2024-03-31,30.280611,0.0819964,92.2842079,-7.15,0.923662,13.06,4.0,Washington State Investment Board,Buyout,North America,Pacific Life
137440,Tiger Global Private Investment Partners XV,2021,2024-06-30,93.0,0.0,69.5926728,-16,0.6959267,1.6,4.0,CalPERS - California Public Employees' Retirement System,,North America,Pacific Life
138277,Kinderhook Capital Fund 7,2021,2024-06-30,63.45,3.82,139.09,34.3,1.4291,13.06,1.0,Kinderhook Industries,Buyout,North America,Pacific Life
143404,A&M Capital Partners III,2021,2024-09-30,24.95,7.6152305,128.6573146,,1.3627255,13.06,2.0,Oregon State Treasury,Buyout,North America,Pacific Life
167591,Pacific Private Equity Opportunities V,2021,2024-09-30,44.85521,0.0,118.0,19.7,1.18,9.4,1.0,Pacific Private Fund Advisors,Fund of Funds,North America,Pacific Life
187617,Pacific Co-Invest Opportunities Fund II,2021,2024-09-30,76.8413456,0.0,183.0,32.9,1.83,12.6,1.0,Pacific Private Fund Advisors,Co-Investment,North America,Pacific Life
187618,Pacific Co-Invest Credit Fund II,2021,2024-09-30,49.8784871,61.0,59.0,12.4,1.2,12.6,3.0,Pacific Private Fund Advisors,Co-Investment,North America,Pacific Life
112675,mcp Opportunity Secondary Program Fund V,2020,2024-09-30,65.0,0.0,135.0,22,1.35,18.4,2.0,Montana Capital Partners,Secondaries,Europe,Pacific Life
112957,Industry Ventures Secondary IX,2020,2024-09-30,90.8795181,7.7555349,119.1966061,11.4,1.2695214,18.0,4.0,Industry Ventures,Secondaries,North America,Pacific Life
115712,PPFA Credit Opportunities Fund I,2020,2024-09-30,63.8305313,7.0,133.0,13.5,1.4,,,Pacific Private Fund Advisors,,North America,Pacific Life
115781,Insight Partners Opportunities Fund I,2020,2024-06-30,99.86,0.0,127.5,7.18,1.275,11.755,3.0,Teachers' Retirement System of the State of Illinois,Growth,North America,Pacific Life
84392,StepStone Secondary Opportunities Fund IV,2020,2023-12-31,51.9982175,17.0375936,146.2028145,22.28,1.6324041,18.0,1.0,Los Angeles Fire and Police Pension System,Secondaries,North America,Pacific Life
105078,Banner Ridge Secondary Fund III,2019,2024-09-30,70.65,102.88,73.9,28.4,1.7678,23.0,2.0,Banner Ridge Partners,Secondaries,North America,Pacific Life
105130,Pacific Private Equity Opportunities IV,2019,2024-09-30,59.5046479,0.0,161.0,22.3,1.61,13.8,1.0,Pacific Private Fund Advisors,Fund of Funds,North America,Pacific Life
135983,Pacific Co-Invest Opportunities Fund I,2019,2024-09-30,97.7779753,13.0,146.0,13.2,1.59,14.1,2.0,Pacific Private Fund Advisors,Co-Investment,North America,Pacific Life
135984,Pacific Co-Invest Credit Fund I,2019,2024-09-30,67.8520368,89.0,35.0,12.5,1.24,14.1,3.0,Pacific Private Fund Advisors,Co-Investment,North America,Pacific Life
86465,Strategic Partners VIII,2019,2024-12-31,,,,23,,23.0,2.0,Public Filings - US,Secondaries,North America,Pacific Life
87658,ASF VIII,2019,2024-09-30,69.7967145,29.4155704,114.308267,16.1,1.4372384,21.44,3.0,Ardian,Secondaries,Europe,Pacific Life
89196,CapVest Fund IV,2019,2024-09-30,92.0,87.0,80.0,20,1.67,20.0,2.0,CapVest,Buyout,Europe,Pacific Life
89496,Estancia Capital Partners Fund II,2019,2024-06-30,79.81,102.4934219,96.0030071,27.8,1.9849643,28.475,2.0,Public School Teachers' Pension & Retirement Fund of Chicago,Buyout,North America,Pacific Life
97081,Astorg VII,2019,2024-09-30,95.4617334,0.0,141.4998376,11.3694587,1.4149984,12.01,3.0,Astorg,Buyout,Europe,Pacific Life
78935,Glendower Capital Secondary Opportunities Fund IV,2018,2024-09-30,72.81216,83.4055191,73.026868,18.7,1.5643239,18.1,2.0,Midland Firemen’s Relief and Retirement Fund,Secondaries,North America,Pacific Life
82833,Pacific Private Equity Opportunities III,2018,2024-09-30,57.4713362,9.0,177.0,18.8,1.86,17.0,1.0,Pacific Private Fund Advisors,Fund of Funds,North America,Pacific Life
84133,Atlas Capital Resources III,2018,2024-06-30,139.6037575,101.229512,73.9773946,34,1.7520691,17.275,2.0,Florida State Board of Administration,Turnaround,North America,Pacific Life
70624,Novacap TMT V,2017,2024-09-30,99.19,73.94,137.07,25.3,2.1101,17.7,1.0,Novacap,Buyout,North America,Pacific Life
75802,Clearlake Capital Partners V,2017,2024-09-30,154.74,233.0,50.0,33.99,2.83,13.3316308,1.0,Clearlake Capital Group,,North America,Pacific Life
76219,mcp Opportunity Secondary Program Fund IV,2017,2024-09-30,84.0,77.0,125.0,22,2.02,18.45,1.0,Montana Capital Partners,Secondaries,Europe,Pacific Life
56230,Strategic Partners VII,2016,2024-12-31,,,,16,,17.55,3.0,Public Filings - US,Secondaries,North America,Pacific Life
59082,StepStone Secondary Opportunities Fund III,2016,2023-12-31,95.0203,100.2417378,82.4335431,10.9,1.8267528,17.55,3.0,University of Utah Endowment Fund,Secondaries,North America,Pacific Life
59345,Industry Ventures Secondary VIII,2016,2024-09-30,90.0895522,125.1601502,69.8034018,23.2,1.9496355,17.55,2.0,Industry Ventures,Secondaries,North America,Pacific Life
73952,Pacific Private Equity Opportunities II,2016,2024-09-30,52.550731,121.0,81.0,22.5,2.02,16.35,2.0,Pacific Private Fund Advisors,Fund of Funds,North America,Pacific Life
47797,Coller International Partners VII,2015,2024-09-30,75.0,121.0,49.0,13,1.7,16.0,3.0,Coller Capital,Secondaries,Europe,Pacific Life
52548,Catalyst Investors IV,2015,2024-06-30,121.3,153.3341185,42.5862678,16.7,1.9592039,19.05,3.0,Public Employees' Retirement System of Nevada,Growth,North America,Pacific Life
53705,Altas Partners Holdings,2015,2024-06-30,88.0,90.0,117.1303075,18.2,2.0713031,18.4,3.0,Altas Partners,Buyout,North America,Pacific Life
54234,ASF VII,2015,2024-09-30,75.3579963,102.6207615,53.3264141,13.6,1.5594718,16.0,4.0,Ardian,Secondaries,Diversified Multi-Regional,Pacific Life
43146,Strategic Partners VI,2014,2024-12-31,,,,13,,13.0,2.0,Public Filings - US,Secondaries,North America,Pacific Life
45710,Pacific Private Equity Fund I,2014,2024-09-30,87.9329807,112.6676834,47.6356614,11.6,1.6030334,18.2,4.0,Pacific Private Fund Advisors,Fund of Funds,North America,Pacific Life
45982,Secondary Opportunities Fund III,2014,2024-06-30,88.0,118.1818182,20.4545455,10.6,1.3863636,13.5,4.0,Austin Fire Fighters Relief & Retirement Fund,Secondaries,Europe,Pacific Life
48981,Kinderhook Capital Fund IV,2014,2024-03-31,101.75,226.19,0.21,18.2,2.264,19.8,2.0,Kinderhook Industries,Buyout,North America,Pacific Life
53682,ESD Fund V,2014,2024-06-30,98.4517163,126.4555041,0.4851714,15.81,1.2694068,13.5,3.0,Houston Firefighters' Relief and Retirement Fund,Secondaries,Europe,Pacific Life
29565,Brentwood Associates Private Equity V,2013,2024-09-30,141.0122,53.9907185,89.8795282,7.62,1.4387025,15.35,4.0,Nevada State Treasurers' Office,Buyout,North America,Pacific Life
32118,Spire Capital Partners III,2013,2023-12-31,105.2011,58.3615761,88.7447565,8.47,1.4710633,18.0,4.0,Los Angeles City Employees' Retirement System,Buyout,North America,Pacific Life
16394,Coller International Partners VI,2012,2024-09-30,70.0,167.0,10.0,15,1.77,14.5,2.0,Coller Capital,Secondaries,Europe,Pacific Life
30095,StepStone Secondary Opportunities Fund II,2012,2023-12-31,85.8395055,169.5312953,13.5065338,9.6,1.8303783,15.45,3.0,Tulare County Employee Retirement Association,Secondaries,North America,Pacific Life
20760,Industry Ventures VI,2011,2024-09-30,91.9839679,133.5784314,3.6492375,8,1.3722767,14.9,4.0,Industry Ventures,Secondaries,North America,Pacific Life
21439,RLH Investors III,2011,2024-12-31,89.045818,144.3137891,0.0,8.56,1.4431379,13.4,3.0,Maryland State Retirement and Pension System,Growth,North America,Pacific Life
22487,Catalyst Investors III,2011,2023-12-31,119.358698,130.2963077,29.7178405,9.1,1.6001415,13.4,3.0,Massachusetts Pension Reserves Investment Management Board,Growth,North America,Pacific Life
22632,Strategic Partners V,2011,2024-09-30,87.497031,161.2530133,0.1756391,18.2,1.6142865,14.9,1.0,Minnesota State Board of Investment,Secondaries,North America,Pacific Life
23002,Montauk TriGuard V,2011,2024-12-31,91.0945667,112.510662,0.0,10.05,1.1251066,14.9,4.0,Greater Des Moines Community Foundation,Secondaries,North America,Pacific Life
11435,Lexington Capital Partners VII,2009,2024-09-30,90.0,154.4444444,7.7777778,13.9,1.6222222,11.8,2.0,Fairfax Educational Employees' Retirement System,Secondaries,North America,Pacific Life
11436,Lexington Middle Market Investors II,2009,2024-09-30,96.59,169.56,15.63,,1.8519,11.8,1.0,West Yorkshire Pension Fund,Secondaries,North America,Pacific Life
13003,Landmark Equity Partners XIV,2009,2024-06-30,100.105492,130.061056,0.9427695,9.04,1.3100383,11.8,3.0,Maryland State Retirement and Pension System,Secondaries,North America,Pacific Life
14739,Kinderhook Capital Fund III,2009,2024-06-30,125.88,116.81,106.88,14.1,2.2369,17.5,2.0,Kinderhook Industries,Buyout,North America,Pacific Life
15942,RCP Secondary Opportunity Fund,2009,2024-06-30,111.0,,,21.1,,11.8,1.0,RCP Advisors,Secondaries,North America,Pacific Life
12732,Industry Ventures V,2008,2024-12-31,94.9981053,288.4722776,0.0,29.2498845,2.8847228,12.4,1.0,Industry Ventures,Direct Secondaries,North America,Pacific Life
13011,ABRY VI,2008,2024-06-30,89.0304278,207.4971497,0.741875,20,2.0823902,14.9,2.0,CalPERS - California Public Employees' Retirement System,Buyout,North America,Pacific Life
13193,Montauk TriGuard IV,2008,2024-12-31,94.8,149.6483826,0.0,12.3,1.4964838,12.725,3.0,Oregon State Treasury,Secondaries,North America,Pacific Life
13446,Strategic Partners IV,2008,2024-09-30,99.541961,155.9539178,0.0723554,12.1,1.5602627,12.725,3.0,Minnesota State Board of Investment,Secondaries,North America,Pacific Life
14994,WestView Capital Partners II,2008,2024-12-31,98.0702426,264.8610055,0.0,24.528491,2.6486101,8.015,1.0,Massachusetts Pension Reserves Investment Management Board,Growth,North America,Pacific Life
16661,Co-Investment Partners Europe,2007,2024-06-30,106.56,125.37,0.66,4.5,1.2603,10.2,3.0,New York City Employees' Retirement System,Co-Investment Multi-Manager,Europe,Pacific Life
7982,Paul Capital Partners IX,2007,2024-06-30,88.68727,99.2909862,2.7717619,0.5867458,1.0206275,7.9,4.0,San Diego County Employees' Retirement Association,Secondaries,North America,Pacific Life
9651,RLH Investors II,2007,2024-12-31,122.7381733,209.4723044,0.0,18.93,2.094723,19.1405675,3.0,Maryland State Retirement and Pension System,Buyout,North America,Pacific Life
9956,Spire Capital Partners II,2007,2024-12-31,90.25654,196.1055343,0.0,15.6,1.9610553,19.1405675,3.0,Los Angeles City Employees' Retirement System,Buyout,North America,Pacific Life
11695,ESD Fund IV,2006,2024-06-30,95.28,125.03,0.0,,1.2503,7.9,3.0,Greater Manchester Pension Fund,Secondaries,Europe,Pacific Life
5344,Lexington Capital Partners VI,2006,2024-09-30,98.374022,148.3708484,0.5186481,7.9,1.488895,7.9,2.0,Minnesota State Board of Investment,Secondaries,North America,Pacific Life
5481,Lightyear Fund II,2006,2024-06-30,89.7,163.4894091,0.0,7.7,1.6348941,7.75,3.0,San Francisco Employees' Retirement System,Buyout,North America,Pacific Life
5512,Francisco Partners II,2006,2024-09-30,93.1000003,169.2813978,0.2731146,10.4,1.6955451,11.35,2.0,Francisco Partners,Buyout,North America,Pacific Life
6190,Industry Ventures IV,2006,2024-12-31,97.370892,133.8476374,0.0,5.3332189,1.3384764,7.9,3.0,Industry Ventures,Secondaries,North America,Pacific Life
6455,Landmark Equity Partners XIII,2006,2024-12-31,96.1,132.0,0.0,5.4,1.32,7.9,3.0,,Secondaries,North America,Pacific Life
7218,Windjammer Senior Equity Fund III,2006,2024-12-31,82.25,506.156548,0.0,5.49,5.0615655,7.75,2.0,,Buyout,North America,Pacific Life
7744,Greenpark International Investors III (Stepstone),2006,2024-06-30,101.78,82.36,0.21,-3.7,0.8257,7.9,4.0,Pennsylvania Public School Employees' Retirement System,Secondaries,Europe,Pacific Life
7918,Brentwood Associates Private Equity IV,2006,2024-06-30,125.43017,164.6958649,12.3041344,11.9,1.77,10.3,2.0,Indiana Public Retirement System,Buyout,North America,Pacific Life
7953,Pantheon Global Secondary Fund III,2006,2024-09-30,95.0,110.0,1.2214194,1.9,1.1122142,7.9,4.0,Pantheon,Secondaries,North America,Pacific Life
8168,GPE III,2006,2024-09-30,94.4612149,121.1225467,2.2976142,3.4,1.2342016,6.49,4.0,Federated Hermes GPE,Fund of Funds,Europe,Pacific Life
5349,Montauk TriGuard III,2005,2024-12-31,93.0,114.0,0.0,4,1.14,5.68,3.0,Montauk TriGuard,Secondaries,North America,Pacific Life
74609,Psilos Group Partners III,2005,2024-12-31,106.302336,137.6564745,0.0,4.3,1.3765647,3.1,2.0,New York City Police Pension Fund,,North America,Pacific Life
2506,ESD Fund III,2003,2024-12-31,100.0,182.2,0.0,,1.822,16.4,2.0,ARCIS Group,Secondaries,Europe,Pacific Life
3134,Paul Royalty Fund II,2003,2024-12-31,91.93,123.03,0.0,10.8,1.2303,2.78,1.0,Paul Capital,,North America,Pacific Life
578,Strategic Partners II,2003,2024-12-31,86.190387,188.5782019,0.0,35.07,1.885782,16.4,1.0,Minnesota State Board of Investment,Secondaries,North America,Pacific Life
1194,Lexington Capital Partners V,2002,2024-09-30,99.513236,167.4459506,0.380892,18.19,1.6782684,7.5,1.0,Los Angeles County Employees' Retirement Association,Secondaries,North America,Pacific Life
3167,Landmark Equity Partners XI,2002,2024-12-31,95.0,154.0,0.0,22.6,1.54,7.5,2.0,Landmark Partners,Secondaries,North America,Pacific Life
1267,Menlo Ventures IX,2001,2024-06-30,100.0,101.9991745,0.0,0.33,1.0199917,2.1,3.0,Washington State Investment Board,,North America,Pacific Life
2407,Paul Capital Partners VII,2001,2024-12-31,99.0,158.2491582,0.0,,1.5824916,9.3,3.0,CPP Investment Board,Secondaries,North America,Pacific Life
623,Strategic Partners,2001,2024-12-31,95.365771,182.2126274,0.0,22.39,1.8221263,9.3,1.0,Minnesota State Board of Investment,Secondaries,North America,Pacific Life
1036,InnoCal II,2000,2024-12-31,100.0,29.04,0.0,,0.2904,0.65,4.0,Los Angeles Fire and Police Pension System,,North America,Pacific Life
1164,Landmark Equity Partners X,2000,2024-12-31,95.07314,120.1075439,0.0,4.1,1.2010754,5.45,3.0,Houston Firefighters' Relief and Retirement Fund,Secondaries,North America,Pacific Life
1193,Lexington Capital Partners IV,2000,2024-12-31,98.112164,177.5479083,0.0,20.2,1.7754791,14.55,2.0,Florida State Board of Administration,Secondaries,Europe,Pacific Life
1314,Montauk Partners II,2000,2024-12-31,91.0,190.0,0.0,18,1.9,5.45,1.0,Montauk TriGuard,Secondaries,North America,Pacific Life
1446,Pantheon Europe Fund II,2000,2024-12-31,121.9266667,184.1653453,0.0,18.3,1.8416535,10.15,1.0,Public School Teachers' Pension & Retirement Fund of Chicago,Fund of Funds,Europe,Pacific Life
1451,Pantheon USA Fund IV,2000,2024-09-30,98.2,158.5539715,1.2137321,10.2,1.597677,4.18,1.0,Pantheon,Fund of Funds,North America,Pacific Life
1481,Permira Europe II,2000,2024-12-31,100.0,170.0,0.0,17,1.7,17.88,3.0,Permira,Buyout,Europe,Pacific Life
2301,Syndicated Communications Ventures IV,2000,2024-12-31,99.3,69.28,0.0,-5.4,0.6928,0.65,3.0,Los Angeles Fire and Police Pension System,,North America,Pacific Life
4320,Pantheon Global Secondary Fund,2000,2024-09-30,96.4645125,167.4738233,0.2453751,15.1,1.677192,5.45,1.0,Pantheon,Secondaries,North America,Pacific Life
7769,Energy Spectrum Partners II,2000,2024-12-31,77.2,221.4,0.0,26.1,2.214,8.2,1.0,Energy Spectrum Capital,,North America,Pacific Life
799,Francisco Partners,2000,2024-12-31,93.8,130.0,0.0,4.4,1.3,20.11,4.0,CalPERS - California Public Employees' Retirement System,Buyout,North America,Pacific Life
9650,RLH Investors I,2000,2024-12-31,100.0,235.0,0.0,13,2.35,19.47,2.0,"Riordan, Lewis & Haden Equity Partners",Buyout,North America,Pacific Life
1161,Landmark Equity Partners IX,1999,2024-12-31,96.3,86.0,0.0,-3.1,0.86,15.9,4.0,Landmark Partners,Secondaries,North America,Pacific Life
1192,Lexington Capital Partners III,1999,2024-12-31,98.618472,126.14,0.0,8.63,1.2614,15.9,3.0,Los Angeles County Employees' Retirement Association,Secondaries,North America,Pacific Life
1270,Menlo Ventures VIII,1999,2024-12-31,100.0,49.89,0.0,-8.99,0.4989,-4.65,3.0,Menlo Ventures,,North America,Pacific Life
1313,Montauk Partners,1999,2024-12-31,100.0,202.8751389,0.0,31,2.0287514,15.9,1.0,Montauk TriGuard,Secondaries,North America,Pacific Life
348,Brentwood Associates Private Equity III,1999,2024-12-31,118.73318,147.0079518,0.0,9.2,1.4700795,9.81,3.0,Colorado Public Employees' Retirement Association,Buyout,North America,Pacific Life
1163,Landmark Equity Partners VIII,1998,2024-12-31,99.2,129.0,0.0,4.6,1.29,6.265,3.0,Landmark Partners,Secondaries,North America,Pacific Life
1191,Lexington Capital Partners II,1998,2024-12-31,99.205,132.8365828,0.0,8.17,1.3283658,6.265,2.0,Houston Firefighters' Relief and Retirement Fund,Secondaries,North America,Pacific Life
1864,TSG Capital Fund III,1998,2024-12-31,106.4,56.7669173,0.0,-13.5,0.5676692,6.9,4.0,Oregon State Treasury,Buyout,North America,Pacific Life
260,Banc Fund V,1998,2024-12-31,100.0,228.15,0.0,15.6,2.2815,15.83,2.0,1st & Main Growth Partners,Growth,North America,Pacific Life
1028,Industrial Growth Partners,1997,2024-12-31,93.06477,155.9589413,0.0,14.3,1.5595894,13.15,3.0,State of Wisconsin Investment Board,Buyout,North America,Pacific Life
1269,Menlo Ventures VII,1997,2024-12-31,100.0,471.040612,0.0,135.59,4.7104061,26.16,1.0,Washington State Investment Board,,North America,Pacific Life
1443,Pantheon Asia Fund II,1997,2024-09-30,95.8999736,141.7566212,2.5026555,7.2,1.4425928,9.6,2.0,Pantheon,Fund of Funds,Asia,Pacific Life
1445,Pantheon Europe Fund I,1997,2024-12-31,99.5007885,166.5246826,0.0,14.5,1.6652468,9.6,2.0,Pantheon,Fund of Funds,Europe,Pacific Life
678,Enterprise Partners IV,1997,2024-12-31,100.0,29.0236219,0.0,,0.2902362,26.16,4.0,Strathclyde Pension Fund,,North America,Pacific Life
9673,Pátria Brazilian Private Equity Fund I,1997,2024-12-31,90.9999822,129.0530783,0.0,3.67,1.2905308,12.2,3.0,Patria Investments,Buyout,Americas,Pacific Life
1190,Lexington Capital Partners I,1996,2024-12-31,100.0,126.7237333,0.0,13.16,1.2672373,13.16,3.0,Houston Firefighters' Relief and Retirement Fund,Secondaries,North America,Pacific Life
1988,Willis Stein & Partners,1996,2024-12-31,100.0,242.79,0.0,20.6,2.4279,10.35,1.0,Willis Stein & Partners,Buyout,North America,Pacific Life
875,Golder Thoma Cressey Rauner V,1996,2024-12-31,100.0,182.26081,0.0,10.99,1.8226081,9.545,2.0,Los Angeles City Employees' Retirement System,Buyout,North America,Pacific Life
1162,Landmark Equity Partners V,1995,2024-12-31,96.9579067,122.8803413,0.0,8.28,1.2288034,19.785,3.0,Houston Firefighters' Relief and Retirement Fund,Secondaries,North America,Pacific Life
1863,TSG Capital Fund II,1995,2024-12-31,96.757906,65.2222837,0.0,-8.6,0.6522228,18.91,4.0,CalPERS - California Public Employees' Retirement System,Buyout,North America,Pacific Life
885,Green Equity Investors II,1995,2024-12-31,96.57,208.26,0.0,14.9,2.0826,18.91,2.0,Leonard Green & Partners,Buyout,North America,Pacific Life
1160,Landmark Equity Partners IV,1994,2024-12-31,97.2,151.0,0.0,16.6,1.51,23.65,3.0,Landmark Partners,Secondaries,North America,Pacific Life
1442,Pantheon Asia Fund I,1994,2024-12-31,95.5,100.6,0.0,0.9,1.006,4.975,3.0,Pantheon,Fund of Funds,Asia,Pacific Life
272,Bastion Capital Fund I,1994,2024-12-31,97.97516,197.1791136,0.0,18.93,1.9717911,19.0,3.0,Pennsylvania Public School Employees' Retirement System,Buyout,North America,Pacific Life
874,Golder Thoma Cressey Rauner IV,1994,2024-12-31,100.0,212.322912,0.0,25.1,2.1232291,12.85,2.0,CalPERS - California Public Employees' Retirement System,Buyout,North America,Pacific Life
876,Gordon & Morris Investment Partnership,1994,2024-12-31,100.0,41.9363545,0.0,-22.56,0.4193635,18.865,4.0,Orange County Employees' Retirement System,Buyout,North America,Pacific Life
977,"Hicks, Muse, Tate & Furst Equity Fund II",1994,2024-12-31,124.6,188.9245586,0.0,18.8,1.8892456,25.28,3.0,Oregon State Treasury,Buyout,North America,Pacific Life
1159,Landmark Equity Partners III,1993,2024-12-31,102.8667,260.4254924,0.0,35.08,2.6042549,35.08,3.0,Los Angeles County Employees' Retirement Association,Secondaries,North America,Pacific Life
1268,Menlo Ventures VI,1993,2024-12-31,100.0,310.8,0.0,40.8,3.108,36.55,2.0,Menlo Ventures,,North America,Pacific Life
464,Charterhouse Equity Partners II,1993,2024-12-31,100.0,229.196,0.0,27.5,2.29196,24.3,2.0,Public School Retirement System of the City of St. Louis,Buyout,North America,Pacific Life
677,Enterprise Partners III,1993,2024-12-31,100.0,741.98,0.0,63.7,7.4198,36.55,1.0,Los Angeles County Employees' Retirement Association,,North America,Pacific Life
814,FS Equity Partners III,1993,2024-12-31,100.0,219.7256413,0.0,16.4,2.1972564,27.5,3.0,CalPERS - California Public Employees' Retirement System,Buyout,North America,Pacific Life
1158,Landmark Equity Partners II,1992,2024-12-31,100.0,156.27,0.0,24.35,1.5627,21.2,3.0,Pennsylvania Public School Employees' Retirement System,Secondaries,North America,Pacific Life
1102,Kelso Investment Associates IV,1990,2024-12-31,106.625,328.69,0.0,23.7,3.2869,23.7,2.0,State of Wisconsin Investment Board,Buyout,North America,Pacific Life
211,Asia Pacific Equity Trust,1990,2024-12-31,105.46875,117.03,0.0,2.6,1.1703,23.85,4.0,Oregon State Treasury,Buyout,Asia,Pacific Life
873,Golder Thoma Cressey Rauner III,1987,2024-12-31,100.0,559.3,0.0,31.3,5.593,18.85,1.0,GTCR,Buyout,North America,Pacific Life
1101,Kelso Investment Associates III,1986,2024-12-31,106.5,321.0,0.0,18.04,3.21,24.0,3.0,State of Wisconsin Investment Board,Buyout,North America,Pacific Life
349,Brentwood Associates IV,1983,2024-12-31,100.0,217.2640667,0.0,10.94,2.1726407,9.77,2.0,Washington State Investment Board,,North America,Pacific Life
137061,Warburg Pincus Global Growth 14,2023,2024-09-30,46.484608,3.9819632,106.3688859,n/m,1.1035085,,,Minnesota State Board of Investment,Growth,North America,Merseyside Pension Fund
155322,Genstar Capital Partners XI,2023,2024-06-30,0.792124,46.525544,117.2606814,n/m,1.6378623,,,Houston Police Officers' Pension System,Buyout,North America,Merseyside Pension Fund
182668,Encore Well Labs Plus Fund,2023,2024-06-30,97.0811845,3.1301851,88.1844716,,0.9131466,,,Merseyside Pension Fund,Growth,North America,Merseyside Pension Fund
107145,Permira VIII,2022,2024-09-30,41.4,0.0,106.3,6.6,1.063,1.3296704,2.0,Permira,Buyout,Europe,Merseyside Pension Fund
110998,Bridgepoint Europe VII,2022,2024-09-30,24.42,8.61,84.44,-10.9,0.9305,1.3296704,3.0,Minnesota State Board of Investment,Buyout,Europe,Merseyside Pension Fund
125587,Advent International GPE X,2022,2024-09-30,46.7613467,0.0,109.1711003,8.5,1.091711,10.375,3.0,Minnesota State Board of Investment,Buyout,North America,Merseyside Pension Fund
138998,Hg Genesis 10,2022,2024-09-30,20.0,0.0,120.5108521,18.3843052,1.2051085,1.3296704,1.0,Hg,Buyout,Europe,Merseyside Pension Fund
142285,Hg Saturn 3,2022,2024-09-30,54.1,0.0,113.9602799,20.1565519,1.1396028,1.3296704,1.0,Hg,Buyout,Europe,Merseyside Pension Fund
148326,BVIP Fund XI,2022,2024-09-30,43.0,0.0,105.4,7.8,1.054,8.15,2.0,BV Investment Partners,Buyout,North America,Merseyside Pension Fund
149855,Northern Gritstone,2022,2024-03-31,30.0,0.0,100.0,,1.0,-3.5,2.0,East Riding Pension Fund,,Europe,Merseyside Pension Fund
